T,x1,v1,x2,v2
25.8,1.57755998706892,3.35597664308583,1.69080333661784,4.78297851765476
26,1.95475213884797,0.24913769981507,2.36102111778022,1.60926278054616
26.2,1.65158652030509,-3.20382417206822,2.25815935462903,-2.66115044043875
26.4,0.728292209139406,-5.79654897271888,1.31159114125038,-6.64499650799771
26.6,-0.516748254868659,-6.19852435518037,-0.227200538247919,-8.14245443817842
26.8,-1.58577985459066,-4.22677833340842,-1.71257066897618,-6.22198994553039
27,-2.1641251227509,-1.528812550043,-2.6056176464152,-2.60692697180835
27.2,-2.19910751014598,1.15802673256645,-2.74912477281282,1.14265044976051
27.4,-1.72006052765819,3.53855678868948,-2.18412854221991,4.3051183567093
27.6,-0.824567385748701,5.29028717590463,-1.11754006097932,6.15067177115732
27.8,0.311598111074842,5.78039213052359,0.199251430435091,6.7917822297072
28,1.36473960466134,4.42754549655011,1.48724186677469,5.75062427326214
28.2,1.97284148775206,1.41341580019587,2.36837543371037,2.74182323535523
28.4,1.92591434981296,-1.95711939011552,2.51277598032482,-1.3609143164651
28.6,1.1843838332796,-5.28708532561128,1.81321615989748,-5.56908706175225
28.8,-0.0888622031384296,-7.0461111583936,0.361064045711627,-8.50285251597811
29,-1.46254205098264,-6.30202041310435,-1.37667115620909,-8.31236766408614
29.2,-2.53525004331809,-4.35611885308189,-2.80054640242908,-5.72450150253049
29.4,-3.19457862700527,-2.24138179356304,-3.633500067461,-2.60387466279952
29.6,-3.44020742105008,-0.252965679367521,-3.85848116303252,0.259624899900088
29.8,-3.32608405254366,1.32649421589979,-3.60408665186014,2.09571039937292
30,-2.93359421276709,2.56793870107117,-3.08215119924777,3.03367639415904
